run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit,selective-passage-share,partial-closure-share,contested-reopening-share,ever-selective-passage
12,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3140165681539215,1,0.2523993176477626,0.98,119.26036690505615,Ground_War,1,0,0,1,0.5799466900081646,49.26036690505615,0.9728248758554053,0.4469961058919583,51.99433259814232,0,51.99433259814232,3.6452875907815567,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,2,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0,1
13,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000008,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3210797719396249,1,0,0.97,111.35582760915435,Selective_Passage,0,0,0,0,0.3598416497812635,41.355827609154346,0.9571292150141151,0.18804899974266293,43.103051844710784,10.69,32.413051844710786,-9.936417516048401,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,1,0.5202702702702703,0.5083333333333333,0.1175457336318406,0,-1,0,0,29,25,-1,-1,-1,-4,-1,-1,2.5,2,1,0,0,0,0,0.98,0.02,0,1
14,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,46,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,1,0,0,0,37,0.8695652173913043,0.13043478260869565,0,0,0.13043478260869565,0.24000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31432884,1,0,0.97,114.72382527487395,Accidental_War,0,1,0,1,0.4118640428878083,44.723825274873946,1,0.24925181516212747,52.31818872,2.1000000000000005,50.21818872,7.325817926834745,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.45454545454545453,0.45454545454545453,0.11975018240467304,0,-1,0,0,34,13,-1,-1,-1,-21,-1,-1,1,2,1,0,0,0,0,0.8260869565217391,0.17391304347826086,0,1
15,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,122,0.82,0.18,0,0,0.18,0.32999999999999996,Active_Military_War | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.33620927194396233,1,0,0.97,107.30097061566558,Selective_Passage,0,0,0,0,0.3796823216083862,37.30097061566558,0.8043735074032412,0.21139096659810144,46.17344207015377,2.899999999999999,43.27344207015377,7.9632952726509245,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4864864864864865,0.5441176470588235,0.18236973380760008,1,3,0,0,81,31,-1,-1,84,-50,-1,-1,2.5,1,1,0,0,0,0,1,0,0,1
16,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32122481191219016,1,0,0.97,111.69370201388583,Selective_Passage,0,0,0,0,0.37319504699287415,41.69370201388583,0.9383451477702762,0.20375887881514604,45.66403773203944,0.9,44.76403773203944,4.093780957538144,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4594594594594595,0.45901639344262296,0.18344372370080453,1,-4,0,0,27,17,-1,-1,23,-10,-1,-1,1,1,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
17,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2577263401588332,0.3993046397775525,0.8949230483876796,0.98,118.66650190030762,Accidental_War,0,1,0,1,0.5851099735154972,48.66650190030762,1,0.45307055707705546,60.33002051650567,0,60.33002051650567,15.551358154930725,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,4,0,0.125,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.6,0.4,0,1
18,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12500000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3256706793854131,1,0.00738298858587412,0.9099999999999999,105.62450904354797,Selective_Passage,0,0,0,0,0.37316062212931134,35.624509043547974,0.7899013994404189,0.20371837897566036,46.43660881887385,1.6500000000000004,44.78660881887385,12.216133033767832,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,1,0,0.4527027027027027,0.46153846153846156,0.18655545715093502,1,-102,0,0,136,13,-1,-1,34,-123,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
19,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,115.78811788267488,Selective_Passage,0,0,0,0,0.38571094871792877,45.78811788267488,1,0.21848346907991623,49.51818872,0.10000000000000002,49.418188719999996,4.840094449766816,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.47297297297297297,0.47191011235955055,0.04055631239226182,0,-1,0,0,60,32,-1,-1,-1,-28,-1,-1,2.5,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
20,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,54,0.9933333333333333,0.006666666666666667,0,0,0.006666666666666667,0.2000000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30352305274302727,1,0.037973366203205364,0.9199999999999999,116.65114860603354,Selective_Passage,0,0,0,0,0.43991989402447473,46.651148606033544,1,0.2822586988523232,49.97203178479286,0,49.97203178479286,4.427844238345756,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.4864864864864865,0,0.07436098503367446,1,-94,0,0,146,12,-1,-1,52,-134,-1,-1,1,2,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
21,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000004,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3117141848953574,1,0.141852564386634,0.97,111.43833159066034,Selective_Passage,0,0,0,0,0.37027940371029294,41.43833159066035,0.9964846338726525,0.20032871024740345,46.78441369441588,10,36.78441369441588,-5.817397370305578,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.49324324324324326,0.5104166666666666,0.09771422944689931,1,-29,0,0,53,27,-1,-1,24,-26,-1,-1,2.5,1,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
22,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3333421469265094,1,0,0.98,110.45075527945994,Selective_Passage,0,0,0,0,0.4024068796165101,40.45075527945994,0.8478901104489188,0.23812574072530598,46.8334671986532,0.10000000000000002,46.7334671986532,8.376949225591012,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.4965986394557823,0.4899328859060403,0.12170608234551691,1,134,0,0,0,12,-1,-1,134,12,-1,-1,1,1,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
23,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16500000000000004,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3239548705196405,1,0.14619596781515937,0.97,107.534426484308,Selective_Passage,0,0,0,0,0.3815362381333204,37.53442648430801,0.9038647520385888,0.21357204486272985,42.32181836345361,10.59,31.73181836345361,-8.28944017264914,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,1,0.4594594594594595,0.4818181818181818,0.2828678921349447,1,-16,0,0,39,24,-1,-1,23,-15,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
24,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Selective_Economic_Pressure,Selective_Passage,Ceasefire_Talks,1,1,0,0,99,0.6733333333333333,0.19333333333333333,0.13333333333333333,0,0.32666666666666666,0.6550000000000002,Active_Military_War | Selective_Economic_Pressure | Selective_Passage | Ceasefire_Talks,0.42617684,1,0,0.97,86.93085414817492,Selective_Passage,0,0,0,0,0.36440365559208837,16.93085414817491,0,0.1934160654024569,32.42057272,6.950000000000003,25.47057272,11.386291429100119,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,1,0,0.4557823129251701,0.54,0.5153940345084835,1,-74,0,1,99,12,-1,102,25,-87,-1,3,1,0.6666666666666666,1,0,0,0,0,1,0,0,1
25,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.19000000000000009,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3069720726854459,1,0.4372304392668391,0.97,113.0813516806324,Selective_Passage,0,0,0,0,0.3619002657854252,43.0813516806324,0.9996040487532335,0.19047090092402968,44.22226315175137,10.49,33.73226315175137,-10.387876143201147,0.25,0.1,0,0,0,0.013333333333333334,2,-1,0,0,0,1,1,2,0.5202702702702703,0.5167785234899329,0.17306906004646194,1,32,0,0,0,29,-1,-1,32,29,-1,-1,2.5,2,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
26,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3371782014259833,1,0,0.97,114.19955151932125,Ground_War,1,0,0,1,0.5032593354700714,44.19955151932125,0.7957105945034042,0.35677568878831933,48.82532691195092,0.8,48.02532691195092,5.101033856839564,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,2,2,0.2222222222222222,0,0.003915316258362687,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,0,0,0,0,0.8181818181818182,0.18181818181818182,0,1
27,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2949821524459185,1,0.997152856482412,0.97,112.50676328490295,Selective_Passage,0,0,0,0,0.3817923706163724,42.50676328490295,1,0.21387337719573218,44.730749597271426,10.09,34.64074959727142,-9.83251710953941,0.25,0.2,0,0,0,0.013333333333333334,2,-1,0,0,0,1,2,1,0.46621621621621623,0.4748201438848921,0.20324134563826443,1,24,0,0,10,29,-1,-1,34,19,-1,-1,2.5,1,1,0,1,0,0,0.9666666666666667,0.03333333333333333,0,1
28,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,17,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.319659682353332,1,0,0.98,115.01338025454993,Ground_War,1,0,0,1,0.4611046688723762,45.013380254549936,0.9702209931931549,0.3071819633792661,54.52503365675518,0.20000000000000004,54.325033656755174,12.415537869606986,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.3333333333333333,0,0,0,-1,0,0,-1,13,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0.8235294117647058,0.17647058823529413,0,1
29,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3452815042335991,1,0.008401012809200317,0.97,106.31929228561832,Selective_Passage,0,0,0,0,0.37779879741566985,36.31929228561832,0.721668699402713,0.209175055783141,44.76686869478248,0.6000000000000001,44.16686869478248,10.463435212218883,0.25,0.30000000000000004,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.5202702702702703,0.5314685314685315,0.22190486343259974,1,60,0,0,6,25,-1,-1,66,19,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
30,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,26,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31432884,1,0,0.97,115.85595414911941,Ground_War,1,0,0,1,0.4453874506832287,45.85595414911942,1,0.28869111845085726,52.31818872,0,52.31818872,8.616312761174107,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,1,0,0.3333333333333333,0,0.09246200090659298,1,-1,0,0,-1,16,-1,-1,18,-1,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.7692307692307693,0.23076923076923078,0,1
31,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15500000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3196870208470083,1,0,0.97,113.25281452105853,Selective_Passage,0,0,0,0,0.3697726197683384,43.25281452105853,0.952094084409124,0.19973249384510397,48.69911177109879,1.2999999999999998,47.399111771098795,5.528396333387015,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.4864864864864865,0.4957983193277311,0.0768185858421727,0,-1,0,0,30,26,-1,-1,-1,-4,-1,-1,2.5,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
32,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,70,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000003,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3013743541921462,1,0.044980466320214324,0.9099999999999999,116.52969866340777,Ground_War,1,0,0,1,0.45050012092265385,46.529698663407764,1,0.2947060246148869,58.46227712392986,1.6000000000000005,56.86227712392986,13.776771280696124,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,2,0.45588235294117646,0,0.023514030502725873,0,-1,0,0,-1,11,-1,-1,-1,-1,-1,-1,1,2,1,0,0,0,0,0.9571428571428572,0.04285714285714286,0,1
33,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000005,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29713035130258625,1,0.9455394474224208,0.97,112.82586604415626,Selective_Passage,0,0,0,0,0.3800536492045747,42.82586604415626,0.9745124656164513,0.21182782259361727,47.12447981893537,1.2000000000000002,45.92447981893537,4.131485033038814,0.25,0.2,0,0,0,0.02,3,-1,0,0,1,0,2,0,0.4965986394557823,0.5304347826086957,0.2515111407055687,1,4,0,0,34,33,-1,-1,38,-1,-1,-1,2.5,1,1,0,0,0,0,0.9333333333333333,0.06666666666666667,0,1
34,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.17500000000000004,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3524022541759098,1,0,0.97,103.91220623125386,Selective_Passage,0,0,0,0,0.3401848692956396,33.912206231253855,0.7713524621363632,0.16492337564192894,39.483875855102696,11.59,27.893875855102696,-7.522912970188951,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.5,0.5348837209302325,0.2380849177220722,1,41,0,0,106,15,-1,-1,147,-91,-1,-1,1,1,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
35,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,12,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.25288021940840855,0.389018872686239,0.9971428779927042,0.97,121.69295901574696,Ground_War,1,0,0,1,0.5665184917023741,51.69295901574697,1,0.4311982255322048,60.43663517301501,0,60.43663517301501,11.65823487635739,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,4,0,0.2222222222222222,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,0.6666666666666666,1,0,1,0,1,0.5833333333333334,0.4166666666666667,0,1
36,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,57,0.9533333333333334,0.04666666666666667,0,0,0.04666666666666667,0.3,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.316730071520333,1,0,0.97,108.81841875601441,Selective_Passage,0,0,0,0,0.3953917379801303,38.8184187560144,0.9785312967569116,0.22987263291780033,46.351125075931726,10.4,35.95112507593173,-4.096133828689531,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,2,0.47619047619047616,0.4915254237288136,0.22821290156749155,1,-8,0,0,31,21,-1,-1,23,-10,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9733333333333334,0.02666666666666667,0,1
37,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,124,0.9,0.1,0,0,0.1,0.3,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29889387261341466,0.9959292788610458,0.14929777657474452,0.9099999999999999,112.1375751517414,Selective_Passage,0,0,0,0,0.3763046506612554,42.1375751517414,1,0.20741723607206516,44.590881677070314,11.950000000000001,32.64088167707031,-10.551881638523433,0.25,0.1,0,0,0,0.013333333333333334,2,-1,0,0,0,1,1,2,0.5202702702702703,0.5259259259259259,0.08484684873853149,0,-1,0,0,14,28,-1,-1,-1,14,-1,-1,2.5,2,1,0,0,0,0,0.9933333333333333,0.006666666666666667,0,1
38,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16000000000000006,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3152147363740362,1,0,0.97,116.25505207260034,Selective_Passage,0,0,0,0,0.3998724960484067,46.255052072600336,0.9920794616440511,0.23514411299812554,46.58276639667672,0.10000000000000002,46.482766396676716,0.30361909876850746,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.4864864864864865,0,0.012295122865030164,0,-1,0,0,-1,15,-1,-1,-1,-1,-1,-1,1,2,1,0,0,0,0,0.9733333333333334,0.02666666666666667,0,1
39,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2497496053876409,0.31022377887609764,0.9939726870994856,0.98,126.62834932982753,Ground_War,1,0,0,1,0.6077968576915336,56.62834932982753,1,0.479761009048863,60.5055086814719,0,60.5055086814719,5.169545802192495,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,4,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,1,0,1,0.45454545454545453,0.5454545454545454,0,1
40,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31686830237264163,1,0,0.97,113.2422485134968,Selective_Passage,0,0,0,0,0.41523517008900135,43.24224851349681,0.9772954154509549,0.25321784716353096,51.9299944519409,0.4,51.5299944519409,11.05032791792545,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.5067567567567568,0.5344827586206896,0.20495963266877903,1,-6,0,0,33,15,-1,-1,27,-18,-1,-1,1,1,1,0,0,0,0,0.9533333333333334,0.04666666666666667,0,1
41,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,140,0.9466666666666667,0.05333333333333334,0,0,0.05333333333333334,0.32,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32280633235202927,1,0.04556029279290692,0.98,106.96130691672278,Selective_Passage,0,0,0,0,0.3701519913796383,36.96130691672277,0.9334504613367243,0.20017881338780977,48.336919761790156,2.8,45.53691976179016,11.434150460089853,0.25,0.30000000000000004,0,1,0,0.02,3,43,0,0,1,0,1,0,0.4864864864864865,0.5046728971962616,0.3268727546771742,1,-14,0,0,42,34,-1,-1,28,-8,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.96,0.04,0,1
42,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,No_Economic_War,Open_Passage,Fragile_Arrangement,1,1,1,1,29,0.19333333333333333,0.20666666666666667,0.12666666666666668,0.47333333333333333,0.8066666666666666,1,Military_Pause | No_Economic_War | Open_Passage | Fragile_Arrangement,0.8688399327454853,1,0,0.98,70.00000001216225,Armed_Bargaining,0,0,0,0,0.2861706825004408,1.2162239408354587e-8,0,0.10137727352993037,5.508722824689617,49.8,0,-1.737462772622084e-8,0.25,0.30000000000000004,0,0,0,0,0,-1,1,1,0,1,0,3,0.7074829931972789,0.7622950819672131,0.9999999997340443,1,-4,1,1,27,23,70,63,23,-4,43,36,1,0.6666666666666666,1,0,0,0,0,0.6333333333333333,0.013333333333333334,0.1,1
43,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2643884396794382,0.3052855306450713,0.9590947801024966,0.98,120.29849769104675,Ground_War,1,0,0,1,0.6092106914924165,50.29849769104674,0.8728180252562628,0.4814243429322546,59.16599852910246,0,59.16599852910246,11.823334450740958,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,4,0,0.16666666666666666,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,2,1,0,0,0,1,0.6666666666666666,0.3333333333333333,0,1
