run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-severe-escalation,outcome-managed-stalemate,ever-managed-stalemate,ms-share,ms-duration,first-managed-stalemate-tick,military-deescalation-window-flag,awrp-current,risk-premium,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit
54,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29497042791130157,0.9774530504325782,0.3711768967946977,0.9199999999999999,111.8372372761929,Selective_Passage,0,0,0,0.013333333333333334,2,-1,0,0.38239284478347746,41.8372372761929,2.5,1,1,0,0,0,0
55,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,74,0.7133333333333334,0.2866666666666667,0,0,0.2866666666666667,0.37999999999999995,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33740153863460753,1,0,0.97,107.08328498710375,Selective_Passage,0,0,1,0.02666666666666667,4,13,1,0.3786871375758739,37.08328498710376,2.5,1,1,0,0,0,0
56,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,25,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.055,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.27452027152710895,0.7106553291303883,0.9772250153256224,0.97,122.84720997395115,Ground_War,1,0,0,0.04,1,-1,0,0.4774704554229715,52.84720997395116,2.5,1,1,0,0,0,1
57,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14000000000000004,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3161054037128468,1,0.06872034298142066,0.97,110.59139394217539,Selective_Passage,0,0,0,0.013333333333333334,2,-1,0,0.38068146420504356,40.591393942175394,2.5,1,1,0,0,0,0
58,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.21921098188894594,0.2130648479406067,1,0.8599999999999999,125.91871369727782,Accidental_War,1,0,0,0,0,-1,0,0.6338447870138348,55.91871369727782,2.5,1,1,0,1,0,1
59,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,No_Economic_War,Selective_Passage,Fragile_Arrangement,1,1,1,0,65,0.62,0.15333333333333332,0.15333333333333332,0.07333333333333333,0.38,0.9650000000000006,Military_Pause | No_Economic_War | Selective_Passage | Fragile_Arrangement,0.5280565004,1,0,0.98,73.22339781156717,Selective_Passage,0,0,0,0,0,-1,0,0.3352248213547927,3.223397811567169,2.5,1,1,0,0,0,0
60,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,94,0.7733333333333333,0.22666666666666666,0,0,0.22666666666666666,0.32,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3619546583259001,1,0,0.97,102.88586836583488,Selective_Passage,0,0,0,0,0,-1,1,0.36577733614497154,32.88586836583488,2.5,1,1,0,0,0,0
61,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,21,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2840255212519851,0.7752708087124932,0.8243021815299306,0.98,119.27976699034308,Accidental_War,1,0,0,0,0,-1,0,0.4819434515716645,49.27976699034308,2.5,1,1,0,0,0,0
62,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24310087365244845,0.24169345216542013,1,0.97,121.42751387529155,Ground_War,1,0,0,0,0,-1,0,0.5752254698155757,51.42751387529155,2.5,1,1,0,1,0,1
63,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,139,0.9266666666666666,0.07333333333333333,0,0,0.07333333333333333,0.31,Active_Military_War | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.31763443624958354,1,0.014997189893099241,0.97,108.93476688458303,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.37422359786305265,38.93476688458303,2.5,1,1,0,0,0,0
64,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3267007623700373,1,0.03589409600062274,0.97,107.64752527442944,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3713348021531857,37.64752527442944,2.5,1,1,0,0,0,0
65,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3163434102768084,1,0,0.97,114.07657996751418,Selective_Passage,0,0,0,0,0,-1,0,0.39173282493099987,44.07657996751418,2.5,1,1,0,0,0,0
66,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000004,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3012444127851965,0.9845846469096323,0.09747723081202339,0.9199999999999999,112.5562557745145,Selective_Passage,0,0,0,0,0,-1,0,0.3818641543793485,42.5562557745145,2.5,1,1,0,0,0,0
67,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31887338603754517,1,0.054390217289219694,0.97,108.23293694661692,Selective_Passage,0,0,0,0,0,-1,0,0.378514662570443,38.232936946616924,2.5,1,1,0,0,0,0
68,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,101,0.9466666666666667,0.05333333333333334,0,0,0.05333333333333334,0.31,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32923392000759755,1,0,0.97,110.42935639210694,Selective_Passage,0,0,0,0,0,-1,0,0.4004013889052801,40.42935639210693,2.5,1,1,0,0,0,0
69,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,127,0.8866666666666667,0.11333333333333333,0,0,0.11333333333333333,0.35,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3278449950043078,1,0,0.98,109.71871331318044,Selective_Passage,0,0,1,0.02,3,37,0,0.39325022068268567,39.718713313180444,2.5,1,1,0,0,0,0
70,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.27301268616682856,0.4857268918723321,0.7829681426998445,0.97,121.87848786698942,Ground_War,1,0,0,0,0,-1,0,0.6144506188476746,51.87848786698941,2.5,1,1,0,0,0,1
71,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.095,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30837716708581026,1,0.18895749264715353,0.9399999999999998,112.3200486421582,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3731795515458442,42.3200486421582,2.5,1,1,0,0,0,0
72,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,12,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24397508305229695,0.2246259254835212,1,0.98,126.83083561908907,Ground_War,1,0,0,0,0,-1,0,0.6086568517207025,56.83083561908907,2.5,1,1,0,1,0,1
73,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,15,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24866827635014255,0.3260889575270205,1,0.97,125.30428674251547,Ground_War,1,0,0,0,0,-1,0,0.5682720206629517,55.30428674251548,2.5,1,1,0,1,0,1
74,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000005,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3385842402472996,1,0,0.97,109.82009049483247,Selective_Passage,0,0,0,0,0,-1,0,0.3863538220763425,39.82009049483248,2.5,1,1,0,0,0,0
75,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33313336398702975,1,0,0.98,108.72825503030697,Selective_Passage,0,0,0,0.02,3,-1,0,0.3760135920220108,38.728255030306975,2.5,1,1,0,0,0,0
76,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2636558506013419,0.3680989503823968,0.9248504424527092,0.98,120.32432813023757,Ground_War,1,0,0,0.1111111111111111,1,-1,0,0.6041236778465435,50.324328130237575,2.5,1,1,0,0,0,1
77,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.25286796721940974,0.29657367453344075,0.9873201199644495,0.98,119.79571911396266,Ground_War,1,0,0,0,0,-1,0,0.5968398961701169,49.79571911396267,2.5,1,1,0,0,0,0
78,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.095,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2950453035484569,1,0.980134939231743,0.97,112.36423705400868,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3842266007525386,42.36423705400868,2.5,1,1,0,0,0,0
79,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,13,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24445078236850132,0.23183698715288217,1,0.98,124.4942254034555,Ground_War,1,0,0,0,0,-1,0,0.5767021705755421,54.4942254034555,2.5,1,1,0,1,0,1
80,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,17,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2558511093578463,0.43497255272020185,1,0.97,121.98101197951452,Ground_War,1,0,0,0.058823529411764705,1,-1,0,0.515742244822885,51.98101197951452,2.5,1,1,0,1,0,1
81,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.18000000000000005,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30367081249245775,0.9958032153064332,0.08341599716289247,0.9099999999999999,108.3888163284043,Selective_Passage,0,0,0,0,0,-1,0,0.3832361081395864,38.3888163284043,2.5,1,1,0,0,0,0
82,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16500000000000015,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3458640813475197,1,0.03652799183187018,0.97,108.22937755891715,Selective_Passage,0,0,0,0,0,-1,0,0.383473099785623,38.22937755891715,2.5,1,1,0,0,0,0
83,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,138,0.92,0.08,0,0,0.08,0.32,Military_Pause | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.3373592141327274,1,0,0.98,106.50444059264046,Selective_Passage,0,0,1,0.013333333333333334,2,54,0,0.36359214783319904,36.504440592640464,2.5,1,1,0,0,0,0
84,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11500000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31930108711075444,1,0.03947715424448395,0.97,109.56957552839617,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.37489745698162485,39.56957552839617,2.5,1,1,0,0,0,0
85,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000005,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30957010314707717,1,0.5662806735277292,0.98,116.23556908915597,Selective_Passage,0,0,1,0.013333333333333334,2,97,0,0.4016598541928905,46.23556908915598,2.5,1,1,0,0,0,0
86,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29955485163855405,1,0.6967547802983393,0.97,111.61718026750495,Selective_Passage,0,0,1,0.05333333333333334,8,109,0,0.38305807823986887,41.61718026750495,2.5,1,1,0,0,0,0
87,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,42,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2896445903355814,0.9472433655042037,1,0.97,118.613601975438,Ground_War,1,0,0,0.023809523809523808,1,-1,0,0.4283710588513515,48.61360197543801,2.5,1,1,0,1,0,0
88,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.18500000000000005,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3179795392263382,1,0,0.97,112.67775235991289,Selective_Passage,0,0,0,0,0,-1,0,0.3791420622273969,42.677752359912894,2.5,1,1,0,0,0,0
89,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2622139375482454,0.4496371951249877,0.961199028358089,0.98,122.82493220978898,Ground_War,1,0,0,0,0,-1,0,0.6101790116233325,52.82493220978899,2.5,1,1,0,0,0,1
90,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,63,0.6933333333333334,0.30666666666666664,0,0,0.30666666666666664,0.36499999999999994,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.34061899323903877,1,0.05125279300706964,0.97,109.6059496700856,Selective_Passage,0,0,0,0,0,-1,0,0.3858734171798598,39.60594967008559,2.5,1,1,0,0,0,0
91,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30208641272807374,1,0.6656751025307642,0.97,111.40822816708395,Selective_Passage,0,0,0,0.02,3,-1,0,0.3670198855565564,41.40822816708395,2.5,1,1,0,0,0,0
92,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,142,0.9466666666666667,0.05333333333333334,0,0,0.05333333333333334,0.4049999999999999,Military_Pause | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.32168484728241425,1,0,0.97,106.75477272990085,Selective_Passage,0,0,0,0.02,3,-1,0,0.375017890100614,36.75477272990084,2.5,1,1,0,0,0,0
93,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,15,0.84,0.16,0,0,0.16,0.39499999999999996,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3385178035372865,1,0,0.97,107.78077464250104,Selective_Passage,0,0,1,0.04,6,14,0,0.3756011190034833,37.780774642501044,2.5,1,1,0,0,0,0
94,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14500000000000005,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32984681150912054,1,0,0.97,108.34593411208559,Selective_Passage,0,0,0,0,0,-1,0,0.3694737349687849,38.34593411208559,2.5,1,1,0,0,0,0
95,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3426060428627832,1,0.05171299793882535,0.98,111.10509386797204,Selective_Passage,0,0,0,0.02,3,-1,0,0.37946455964842185,41.10509386797204,2.5,1,1,0,0,0,0
96,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000003,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3326941459660156,1,0,0.97,108.11779206777615,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.37010563986795264,38.11779206777614,2.5,1,1,0,0,0,0
97,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15500000000000003,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33478481794289316,1,0,0.98,109.3083500477886,Selective_Passage,0,0,1,0.02,3,53,0,0.3909690039394522,39.308350047788586,2.5,1,1,0,0,0,0
98,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,12,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24151541371350096,0.21765967913989998,1,0.97,127.21398221393378,Ground_War,1,0,0,0,0,-1,0,0.605790917455639,57.21398221393377,2.5,1,1,0,1,0,1
99,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,25,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.295498258038789,0.9935914146034318,0.8681296170425513,0.97,119.04093649652644,Ground_War,1,0,0,0,0,-1,0,0.4625524644150112,49.04093649652644,2.5,1,1,0,0,0,0
100,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,16,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.224944436110425,0.1483797615574971,1,0.9099999999999999,121.82073798440658,Accidental_War,1,0,0,0,0,-1,0,0.5110005865483487,51.82073798440658,2.5,1,1,0,1,0,1
101,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,19,0.8,0.2,0,0,0.2,0.31,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3251716081780943,1,0,0.97,110.41445721163583,Selective_Passage,0,0,0,0.013333333333333334,2,-1,0,0.3754315703442255,40.414457211635835,2.5,1,1,0,0,0,0
102,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13500000000000006,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29323162097701294,0.9808587824113745,0.36944874462840205,0.9099999999999999,113.68556458784377,Selective_Passage,0,0,0,0,0,-1,0,0.38691880011830737,43.685564587843764,2.5,1,1,0,0,0,0
103,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3147836646499441,1,0.024485203755704885,0.97,110.18711913815386,Selective_Passage,0,0,0,0,0,-1,0,0.3903244055352288,40.187119138153854,2.5,1,1,0,0,0,0
104,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,109,0.8733333333333333,0.12666666666666668,0,0,0.12666666666666668,0.305,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3194501601217471,1,0,0.97,109.39631476007625,Selective_Passage,0,0,0,0,0,-1,0,0.37789134492416077,39.396314760076244,2.5,1,1,0,0,0,0
105,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,79,0.8733333333333333,0.12666666666666668,0,0,0.12666666666666668,0.31,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.35602245980288105,1,0,0.98,103.35124809059391,Selective_Passage,0,0,0,0.013333333333333334,2,-1,0,0.36695175857482,33.35124809059392,2.5,1,1,0,0,0,0
106,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2296170126660693,0.2798498160633832,1,0.8899999999999999,126.79200388536796,Ground_War,1,0,0,0,0,-1,0,0.6578937000994622,56.79200388536797,2.5,1,1,0,1,0,1
