run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit
79,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,37,0.6666666666666666,0.3333333333333333,0,0,0.3333333333333333,0.34500000000000003,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31781056815061126,1,0,0.97,111.40670928498982,Selective_Passage,0,0,0,0,0.3754353184912416,41.406709284989816,0.9861801483628061,0.2063944923426372,43.60058997737312,10.49,33.11058997737312,-10.370149134520872,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.46621621621621623,0.49107142857142855,0.10007004930618467,1,25,0,0,37,16,-1,-1,62,-21,-1,-1,1,1,1,0,0,0,0
80,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,80,0.8466666666666667,0.15333333333333332,0,0,0.15333333333333332,0.355,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3228941248783749,1,0,0.97,109.46174711402816,Selective_Passage,0,0,0,0,0.36788335262060123,39.46174711402815,0.9410064372075552,0.197509826612472,42.82692657648194,10.29,32.53692657648194,-8.656025671932767,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.5,0.5507246376811594,0.147067675306372,1,-33,0,0,80,17,-1,-1,47,-63,-1,-1,1,1,1,0,0,0,0
81,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3110112696558762,0.9590437680792946,0.3614744280669506,0.97,117.75902817151955,Accidental_War,0,1,0,1,0.5609495741698507,47.759028171519546,0.9369775576143256,0.4246465578468832,51.92178578039507,0,51.92178578039507,5.5503434785007,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.14285714285714285,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
82,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,15,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.29693959534415026,0.9862665335707644,0.7773663149616082,0.97,118.60931736202211,Ground_War,1,0,0,1,0.46484967018056733,48.60931736202211,1,0.31158784727125566,53.1309377941211,0.30000000000000004,52.830937794121105,5.628827242798657,0.25,0.2,0,0,0,0.06666666666666667,1,-1,0,0,1,0,3,0,0.23076923076923078,0.21428571428571427,0.10453139669735037,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
83,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3020220168350975,1,0.014436104739790206,0.9099999999999999,110.58813832276546,Selective_Passage,0,0,0,0,0.41125760541771983,40.58813832276546,1,0.24853835931496446,55.6350752929259,2.1000000000000005,53.535075292925896,17.262582626880587,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.5,0.504,0.12429161766393328,1,118,0,0,24,14,-1,-1,142,-10,-1,-1,1,1,1,0,0,0,0
84,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,18,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3192065691072751,1,0,0.97,113.53795140487294,Ground_War,1,0,0,1,0.4368618371763454,43.53795140487294,0.9563896617974839,0.27866098491334756,54.37255590378325,0.8,53.572555903783254,13.379472665213754,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.375,0,0,0,-1,0,0,-1,11,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
85,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,39,0.9533333333333334,0.04666666666666667,0,0,0.04666666666666667,0.3,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3262835791463196,1,0,0.98,110.02680463213389,Selective_Passage,0,0,0,0,0.35609807013083017,40.02680463213389,0.9579040857524799,0.183644788389212,42.798266355185326,10.09,32.70826635518533,-9.148172846185702,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.5067567567567568,0.5357142857142857,0.10289064257383662,1,4,0,0,37,13,-1,-1,41,-24,-1,-1,1,1,1,0,0,0,0
86,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Selective_Passage | No_Talks,0.3575866643012713,1,0,0.97,109.02393517772144,Ground_War,1,0,0,1,0.46598449419092997,39.02393517772144,0.7266442864533281,0.31292293434227053,47.111749251367876,0.64,46.471749251367875,9.930418764861912,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.2222222222222222,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
87,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,112,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16499999999999998,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3017697780928118,1,0.026331914128854023,0.9099999999999999,113.92165762492178,Accidental_War,0,1,0,1,0.4249771447064424,43.92165762492177,1,0.26467899377228515,52.845669320101905,0.8,52.04566932010191,10.832015593573516,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.42201834862385323,0.4444444444444444,0.12830677036550373,1,-29,0,0,57,16,-1,-1,28,-41,-1,-1,1,1,1,0,0,0,0
88,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,20,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3069995563890506,1,0.34565570698686254,0.97,118.57278945814794,Ground_War,1,0,0,1,0.46639346082526006,48.57278945814794,1,0.31340407155912947,52.626018631659875,0.4,52.226018631659876,4.870972231349249,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,2,2,0.4444444444444444,0,0.0914631116259224,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
89,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,14,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3099607229741661,1,0.06383703159214435,0.9199999999999999,116.24084363228538,Ground_War,1,0,0,1,0.5260545979432056,46.240843632285376,0.9375394875898905,0.38359364463906553,54.527139281199666,0.8,53.72713928119967,9.981727531885724,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,2,2,0.25,0,0.018097858799402972,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
90,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32648004998597324,1,0,0.97,110.53824986090473,Selective_Passage,0,0,0,0,0.3712513185993682,40.53824986090473,0.9091410418338184,0.20147213952866846,42.28118681932847,10.19,32.09118681932847,-10.558828801970321,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.4897959183673469,0.48322147651006714,0.20483446441219727,1,23,0,0,0,17,-1,-1,23,17,-1,-1,1,1,1,0,0,0,0
91,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,24,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2946337047085917,1,0.07989319427505562,0.8799999999999998,111.53232891519633,Ground_War,1,0,0,1,0.4086746345359634,41.532328915196324,1,0.24549957004230988,53.14538440223915,0.4,52.745384402239154,14.95074064939044,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.38095238095238093,0,0,0,-1,0,0,-1,15,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
92,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.085,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3294505064877736,1,0,0.98,111.33471536214415,Selective_Passage,0,0,0,0,0.37867964991018316,41.33471536214416,0.931524671548765,0.2102113528355096,42.33235265471819,10.09,32.24235265471819,-11.36545338428246,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4864864864864865,0.5,0.08003103599905713,1,30,0,0,59,13,-1,-1,89,-46,-1,-1,1,1,1,0,0,0,0
93,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3266045716756707,1,0,0.97,110.28205337982034,Selective_Passage,0,0,0,0,0.39020507384842396,40.28205337982034,0.8902463014477624,0.22377067511579285,47.64166212757409,1.05,46.59166212757409,8.412811663671668,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.46621621621621623,0.47058823529411764,0.10793006809798246,0,-1,0,0,47,13,-1,-1,-1,-34,-1,-1,1,1,1,0,0,0,0
94,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1300000000000001,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3317573103264807,1,0,0.98,107.94059949753827,Selective_Passage,0,0,0,0,0.38097674531198655,37.94059949753827,0.8620596673478229,0.21291381801410184,44.27573284140082,10.8,33.47573284140081,-5.581083320171828,0.25,0.2,0,0,0,0.006666666666666667,1,-1,1,1,0,1,1,3,0.4489795918367347,0.46564885496183206,0.25252019533720277,1,1,0,0,18,19,-1,-1,19,1,-1,-1,1,1,1,0,0,0,0
95,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,96,0.94,0.06,0,0,0.06,0.3,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32370116795803644,1,0,0.97,110.8939592374858,Selective_Passage,0,0,0,0,0.4056591866750159,40.893959237485795,0.9162047782880659,0.24195198432354806,45.28549019653448,10.8,34.485490196534485,-8.010586301189136,0.25,0.2,0,0,0,0,0,-1,1,1,0,1,1,3,0.4391891891891892,0.4339622641509434,0.13868373767925568,1,0,0,0,96,10,-1,-1,96,-86,-1,-1,1,1,1,0,0,0,0
96,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.29543527147102633,0.9202763378592719,0.4197428514643523,0.9299999999999999,119.36562323149637,Ground_War,1,0,0,1,0.571707664943961,49.36562323149637,0.970796532458551,0.43730313522818937,53.227937573547294,0,53.227937573547294,5.149752456067901,0.25,0.2,0,1,0,0.2222222222222222,2,1,0,0,1,0,2,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
97,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,60,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3187502774804507,1,0,0.97,114.00869009263238,Ground_War,1,0,0,1,0.4338760279455454,44.00869009263237,0.9604692307376919,0.2751482681712299,51.64230680696845,0.8,50.84230680696845,9.111488952448106,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.4482758620689655,0.42857142857142855,0.003792209521143653,1,1,0,0,45,12,-1,-1,46,-33,-1,-1,1,1,1,0,0,0,0
98,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3146701007501487,1,0,0.97,112.47580604671582,Selective_Passage,0,0,0,0,0.37984773149230977,42.47580604671582,0.9969488882219741,0.21158556646154086,46.66602198244624,10,36.66602198244624,-7.262230080336977,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4527027027027027,0,0.10669896295184757,1,-1,0,0,-1,14,-1,-1,101,-1,-1,-1,1,1,1,0,0,0,0
99,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3305835437392633,1,0,0.97,109.2664240837414,Selective_Passage,0,0,0,0,0.41114955542888426,39.2664240837414,0.8546714850577279,0.24841124168104028,52.633417577666776,1.9000000000000001,50.73341757766678,15.289324658567175,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4594594594594595,0.5166666666666667,0.20402343751607804,1,-60,0,0,89,15,-1,-1,29,-74,-1,-1,1,1,1,0,0,0,0
100,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,30,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.34031673380036337,1,0,0.97,111.89340157649077,Ground_War,1,0,0,1,0.4453430855938371,41.893401576490774,0.767649901648994,0.28863892422804366,51.14555596083226,0.10000000000000002,51.04555596083226,12.202872512455315,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.2962962962962963,0,0,0,-1,0,0,-1,14,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
