run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit
77,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3219649961686631,1,0,0.97,108.25952650563043,Selective_Passage,0,0,0,0,0.36986200389680957,38.25952650563043,0.9492628990129963,0.1998376516433054,42.96833010867731,10.89,32.07833010867731,-7.726495496191404,0.25,0.2,0,0,0,0,0,-1,1,1,0,1,1,3,0.49324324324324326,0.53125,0.1712281959345772,0,-1,0,0,53,25,-1,-1,-1,-28,-1,-1,2.5,1,1,0,0,0,0
78,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31430291671222543,1,0.09387897305617929,0.97,110.93791590318546,Selective_Passage,0,0,0,0,0.3786898162613108,40.93791590318545,0.9995525300528502,0.210223313248601,43.91372887074187,10.29,33.62372887074187,-9.142733790554473,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4864864864864865,0.5,0.11393488808724474,0,-1,0,0,119,23,-1,-1,-1,-96,-1,-1,2.5,1,1,0,0,0,0
79,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29764615331355804,0.9811957249152107,0.25663111996079147,0.9199999999999999,113.5200457255664,Selective_Passage,0,0,0,0,0.39047727047200254,43.520045725566405,1,0.22409090643765003,47.5316872113393,0.4,47.131687211339305,4.815521981030528,0.25,0.2,0,1,0,0.03333333333333333,5,106,0,0,1,0,1,0,0.4527027027027027,0.4891304347826087,0.15713061851449134,1,0,0,0,57,30,-1,-1,57,-27,-1,-1,2.5,1,1,0,0,0,0
80,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,84,Ground_War,War_Driven_Oil_Shock,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Ground_War | War_Driven_Oil_Shock | Selective_Passage | No_Talks,0.35105361476893054,1,0,0.97,108.63671418980422,Ground_War,1,0,0,1,0.3879458839647695,38.63671418980422,0.6716546136816884,0.22111280466443467,46.70426538935786,0,46.70426538935786,10.756734932738183,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4146341463414634,0.45454545454545453,0.23610694048619088,1,-18,0,0,50,29,-1,-1,32,-21,-1,-1,2.5,1,1,0,0,0,0
81,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2923022157935212,0.5137689256340128,0.7187050989305245,0.97,116.4567364446777,Accidental_War,0,1,0,1,0.59359486413121,46.4567364446777,0.8210880845072972,0.4630527813308353,53.942185630758516,0.2699999999999998,53.67218563075851,9.620598914774419,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,4,0,0.2857142857142857,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,0
82,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16500000000000004,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3161316422607664,1,0.2094400199479845,0.98,112.93781855380752,Selective_Passage,0,0,0,0,0.3885165166279704,42.93781855380751,0.9620587901102972,0.22178413720937687,46.172000022415496,0.25,45.922000022415496,3.97890862481065,0.25,0.2,0,1,0,0.03333333333333333,5,62,0,0,1,0,1,0,0.4864864864864865,0.48322147651006714,0.21820175046428858,1,22,0,0,0,25,-1,-1,22,25,-1,-1,2.5,1,1,0,0,0,0
83,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.17000000000000004,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.296481145900316,0.9840543000560916,0.320467278144892,0.9199999999999999,111.68754958166889,Selective_Passage,0,0,0,0,0.3895586698837339,41.68754958166889,1,0.22301019986321635,47.56346607185017,1.2500000000000004,46.31346607185017,6.167888653575048,0.25,0.2,0,1,0,0.04,6,32,0,0,1,0,1,0,0.5405405405405406,0.539568345323741,0.11114041288618176,1,132,0,0,10,21,-1,-1,142,11,-1,-1,2.5,1,1,0,0,0,0
84,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,18,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2751457939176479,0.6761612724426297,0.8404099652352194,0.97,120.86173945912657,Accidental_War,0,1,0,1,0.5114119702050315,50.861739459126575,1,0.3663670237706253,55.90690902080301,0,55.90690902080301,6.726892748901918,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,3,0,0.25,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,1
85,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07500000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2952260755732547,0.9787169613516179,0.36305248694533415,0.9199999999999999,113.11370474094919,Selective_Passage,0,0,0,0,0.38605253281091906,43.11370474094919,1,0.2188853327187283,50.44820305781359,1,49.44820305781359,8.445997755819207,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.5,0.49074074074074076,0.06368146916186963,1,-20,0,0,41,26,-1,-1,21,-15,-1,-1,2.5,1,1,0,0,0,0
86,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14000000000000004,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33221309884106137,1,0,0.97,110.85287285891316,Selective_Passage,0,0,0,0,0.39704890641462676,40.85287285891316,0.8401021132156018,0.23182224284073732,52.38431605254888,1.2000000000000002,51.18431605254888,13.77525759151429,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.4594594594594595,0.4652777777777778,0.12381772146048654,1,132,0,0,5,28,-1,-1,137,23,-1,-1,2.5,1,1,0,0,0,0
87,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3143085334135798,1,0.09258795151971858,0.97,111.18945354856969,Selective_Passage,0,0,0,0,0.37910233744375765,41.18945354856969,0.9997473688925456,0.2107086322867737,43.91590897089722,10.19,33.72590897089722,-9.329430722090578,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.44594594594594594,0.4608695652173913,0.16180474442390408,1,12,0,0,34,24,-1,-1,46,-10,-1,-1,2.5,1,1,0,0,0,0
88,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,33,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.28282031715876255,0.9819752564588056,0.8639288133989771,0.9099999999999999,114.75222091239763,Accidental_War,0,1,0,1,0.43000420781870097,44.75222091239764,1,0.27059318566905993,53.74969514057914,1.1,52.64969514057914,10.529965637575337,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,2,2,0.3870967741935484,0,0.1486649886774582,0,-1,0,0,-1,31,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,0
89,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,33,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08000000000000002,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.28913015646247964,0.9340683664992812,0.9832722853586596,0.97,115.31860693430514,Ground_War,1,0,0,1,0.4115773860919052,45.31860693430513,1,0.24891457187282964,56.57212322958017,0.6000000000000001,55.97212322958017,14.204688393700053,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,2,2,0.36666666666666664,0,0.10400243409002419,0,-1,0,0,-1,25,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,0
90,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.18000000000000008,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3146662634827112,1,0,0.97,112.75376993951731,Selective_Passage,0,0,0,0,0.3930307610388901,42.75376993951731,0.9969831960990702,0.22709501298692955,46.6666085653546,10.1,36.5666085653546,-7.733951717703391,0.25,0.2,0,1,0,0.03333333333333333,5,53,0,0,0,1,1,1,0.5034013605442177,0.49664429530201343,0.2518807790085301,1,21,0,0,0,30,-1,-1,21,30,-1,-1,2.5,1,1,0,0,0,0
91,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.316643318018949,1,0.040782844136369206,0.97,111.56888471496771,Selective_Passage,0,0,0,0,0.39102174205598556,41.5688847149677,0.9888210554113965,0.22473146124233595,43.68236173030546,10.09,33.592361730305456,-9.970653730827806,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.47297297297297297,0.475,0.11922052366121602,1,-1,0,0,109,23,-1,-1,108,-86,-1,-1,2.5,1,1,0,0,0,0
92,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3308040633180276,1,0,0.98,109.35638411348481,Selective_Passage,0,0,0,0,0.3721799897734588,39.3563841134848,0.8925509822743833,0.20256469385112796,41.88086307509976,10.39,31.49086307509976,-9.831901297981304,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.46938775510204084,0.47107438016528924,0.19791142891574237,1,72,0,0,28,28,-1,-1,100,0,-1,-1,2.5,1,1,0,0,0,0
93,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.26316027119867025,0.3674673685163953,0.8499613689559974,0.97,120.33846446396362,Ground_War,1,0,0,1,0.6022368255182933,50.33846446396362,0.9232804815488552,0.4732197947274038,59.596717886020095,0,59.596717886020095,12.344337896075302,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,4,0,0.14285714285714285,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,1
94,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3079080674616111,1,0.7480315640381676,0.97,112.2615131419175,Selective_Passage,0,0,0,0,0.37292093444769375,42.2615131419175,0.932365295891049,0.203436393467875,43.34919083566135,10.09,33.25919083566134,-11.252902882820194,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,2,1,0.4421768707482993,0.436241610738255,0.23549140149030176,1,40,0,0,0,31,-1,-1,40,31,-1,-1,2.5,1,1,0,0,0,0
95,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.065,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31957797643452984,1,0.16125797631472494,0.98,113.57220711873178,Selective_Passage,0,0,0,0,0.3984716392921539,43.57220711873178,0.9596005823365669,0.2334960462260634,43.190803212323175,10.09,33.10080321232317,-13.089254883010767,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.4421768707482993,0.4367816091954023,0.23776974538825033,1,-32,0,0,62,30,-1,-1,30,-32,-1,-1,2.5,1,1,0,0,0,0
96,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,16,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.34539763746435687,1,0.1811003108955198,0.97,108.2146030901418,Ground_War,1,0,0,1,0.4853632093473644,38.2146030901418,0.6878902755830641,0.33572142276160516,47.14313864372701,0.4,46.743138643727015,11.371380738113622,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,2,2,0.3076923076923077,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,0
97,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,143,0.9733333333333334,0.02666666666666667,0,0,0.02666666666666667,0.3,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31672758077205226,1,0.049880507093188586,0.97,108.89975144390942,Selective_Passage,0,0,0,0,0.38894373456694137,38.89975144390943,0.9863475530210198,0.22228674654934277,43.64815126503445,11.59,32.058151265034454,-8.552000223593723,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4594594594594595,0.46511627906976744,0.2097569574993695,1,0,0,0,106,24,-1,-1,106,-82,-1,-1,2.5,1,1,0,0,0,0
98,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3011782095192248,1,0.9618147502137323,0.98,114.74566689198245,Selective_Passage,0,0,0,0,0.3813326639549318,44.74566689198245,0.9712343736897721,0.21333254582933156,44.10818943394573,10.09,34.018189433945736,-13.4093468225459,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,2,1,0.47297297297297297,0.4489795918367347,0.08166113522251603,1,0,0,0,100,25,-1,-1,100,-75,-1,-1,2.5,1,1,0,0,0,0
99,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,87,0.92,0.08,0,0,0.08,0.33,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3255988311118533,1,0.05970263561538394,0.98,110.82997368077704,Selective_Passage,0,0,0,0,0.39720271127990314,40.829973680777044,0.9058024658693776,0.23200318974106252,45.076799670082444,10.4,34.676799670082445,-7.691467513368252,0.25,0.2,0,0,0,0.013333333333333334,2,-1,0,0,0,1,1,2,0.46938775510204084,0.47058823529411764,0.11686135260244614,0,-1,0,0,13,32,-1,-1,-1,19,-1,-1,2.5,1,1,0,0,0,0
100,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14000000000000004,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31672937282533825,1,0.47564192226832946,0.97,110.7005903138467,Selective_Passage,0,0,0,0,0.38205640098546523,40.7005903138467,0.8883659596495608,0.21418400115937083,45.23310424099035,10.8,34.433104240990346,-7.83435759107045,0.25,0.2,0,1,0,0.03333333333333333,5,68,0,0,0,1,1,2,0.5067567567567568,0.524390243902439,0.16705325011156338,1,-17,0,0,67,29,-1,-1,50,-38,-1,-1,2.5,1,1,0,0,0,0
