run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit,awrp-peak-value,risk-premium-peak-value,outcome-tau-c-leads-frac-deescalation
445,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.5,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.29056785797505436,0.5131832789136206,0.7522169145984126,0.97,117.02109362028688,Accidental_War,0,1,0,1,0.5736489258122481,47.02109362028688,0.7827109032899527,0.43958697154382137,53.54266549236141,0.4,53.14266549236141,8.162095829432708,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,4,2,0.14285714285714285,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,0,0,0,0.6441768467904001,47.02109362028688,0
446,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.5,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3276610243036987,1,0.06124619120202052,0.97,114.04420060933415,Accidental_War,0,1,0,1,0.47959306507180627,44.044200609334155,0.8691898957339755,0.32893301773153677,50.13619168634595,0,50.13619168634595,8.122654769349062,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,2,0,0.125,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6178483773683493,44.044200609334155,0
447,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.75,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.21689462689422387,0.2082710843776357,1,0.85,123.26333542593805,Ground_War,1,0,0,1,0.5818719573370814,53.26333542593805,1,0.4492611262789193,61.16079916417678,0,61.16079916417678,10.52995165098497,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,4,0,0.14285714285714285,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,1,0,1,0.6441768467904001,53.26333542593805,0
448,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.75,0.6,0.6,0.6,0.72,12,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3022120594659468,0.9674344790820216,0.5644509644470884,0.98,121.98513269337136,Ground_War,1,0,0,1,0.48834245854748964,51.985132693371355,1,0.33922642182057605,53.02248662793811,0,53.02248662793811,1.3831385794223365,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,2,0,0.1111111111111111,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,1,0.6106844159400001,51.985132693371355,0
449,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,93,0.9066666666666666,0.09333333333333334,0,0,0.09333333333333334,0.24000000000000016,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3129226332844605,1,0.0709253254687663,0.97,112.18922160851946,Selective_Passage,0,0,0,0,0.3769219457156284,42.18922160851946,0.9991265477639283,0.20814346554779817,46.766418594325366,10.3,36.46641859432536,-6.812860731183449,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,1,0.4527027027027027,0,0.23276365626599896,1,-1,0,0,-1,31,-1,-1,37,-1,-1,-1,2.5,1.25,1,0,0,0,0,0.6441768467904001,54.988559852616106,0
450,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11500000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3165779089685129,1,0,0.97,113.10780730381597,Selective_Passage,0,0,0,0,0.382896559561826,43.10780730381597,0.9798917372817316,0.21517242301391293,46.374385365615936,0,46.374385365615936,4.355437415733292,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.47297297297297297,0.47368421052631576,0.04589554547257618,0,-1,0,0,73,16,-1,-1,-1,-57,-1,-1,1,1.25,1,0,0,0,0,0.6363333091470429,45.181433855863965,1
451,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.25,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3010973346840995,0.9817047931330957,0.09545402326469714,0.9199999999999999,112.84202735559712,Selective_Passage,0,0,0,0,0.36850920471724036,42.842027355597125,1,0.19824612319675333,47.38368318446925,1,46.38368318446925,4.7222077718294955,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.46621621621621623,0.48214285714285715,0.13075476292713337,0,-1,0,0,37,30,-1,-1,-1,-7,-1,-1,2.5,1.25,1,0,0,0,0,0.645894506526014,49.286467763533786,1
452,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.25,0.6,0.6,0.6,0.72,19,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08000000000000002,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3165368285574561,1,0,0.97,113.09225603879135,Accidental_War,0,1,0,1,0.38916969545316504,43.09225603879135,0.9802590251282451,0.22255258288607654,51.980665112177086,1.2000000000000002,50.78066511217708,10.251212097847642,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,2,0.35294117647058826,0,0.05969126202731658,0,-1,0,0,-1,11,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6396085455979468,45.82777368601163,0
453,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.5,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.29246116040738385,0.6164700571601984,0.7431718409592255,0.98,117.68439099375406,Ground_War,1,0,0,1,0.543389338482287,47.684390993754064,0.8462992687188035,0.40398745703798467,53.63192185204185,0.10000000000000002,53.53192185204185,7.796707811050382,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,3,0,0.2222222222222222,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,0,0,0,0.6441768467904001,47.684390993754064,0
454,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.5,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.26423807158082824,0.6544441983842998,0.815626452470633,0.92,123.72812034289217,Ground_War,1,0,0,1,0.5591975176473638,53.72812034289217,1,0.4225853148792516,56.49533580329942,0,56.49533580329942,3.689620613876336,0.25,0.16000000000000003,0,0,0,0.1111111111111111,1,-1,0,0,1,0,3,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,1,0.6119854915028617,53.72812034289217,0
455,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.75,0.6,0.6,0.6,0.72,15,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2655830428948041,0.48237704223113076,0.9289717521833606,0.98,122.85155981728361,Ground_War,1,0,0,1,0.5059532894048944,52.851559817283615,0.97229676698558,0.35994504635869923,57.12772985565264,0,57.12772985565264,5.701560051158701,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,4,0,0.23076923076923078,0,0.04177244562075037,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,0,0,1,0.6441768467904001,55.155541682916265,0
456,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.75,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31731723052702726,1,0,0.97,114.50960352614162,Selective_Passage,0,0,0,0,0.3879700431268327,44.50960352614162,0.9732816811473856,0.22114122720803844,49.06136916409243,1,48.06136916409243,4.735687517267756,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.4594594594594595,0.4803921568627451,0.07141292434887495,0,-1,0,0,47,12,-1,-1,-1,-35,-1,-1,1,1.25,1,0,0,0,0,0.6106844159400001,47.93261148388426,1
457,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0,0.6,0.6,0.6,0.72,17,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24938785310012426,0.3066773753960141,1,0.98,124.55417523834736,Ground_War,1,0,0,1,0.541899889782276,54.554175238347355,1,0.40223516444973645,60.513467231797264,0.4,60.113467231797266,7.412389324599886,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,4,2,0.26666666666666666,0,0.022831154202837475,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,1,0,1,0.659053449325558,55.82881144132539,0
458,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0,0.6,0.6,0.6,0.72,102,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16500000000000004,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.320859570173665,1,0,0.97,113.48206255794861,Ground_War,1,0,0,1,0.40233543098746327,43.48206255794861,0.9416106664968079,0.23804168351466265,51.31987031726649,0.8,50.519870317266495,9.383743679090514,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,2,0.51,0.5324675324675324,0.10122530182325795,1,34,0,0,24,14,-1,-1,58,-10,-1,-1,1,1.25,1,0,0,0,0,0.6510689331307501,48.37926862667195,1
459,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.25,0.6,0.6,0.6,0.72,12,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24449822692545162,0.262875741654311,1,0.97,125.58411381557832,Ground_War,1,0,0,1,0.5803633154994231,55.58411381557832,1,0.44748625352873306,60.621039007640064,0.4,60.221039007640066,6.18256692274899,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,4,2,0.1,0,0.01595302327943217,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,1,0,1,0.6441768467904001,56.48522390751891,0
460,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.25,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000003,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33017336962844795,1,0,0.98,111.55425797390112,Selective_Passage,0,0,0,0,0.3796230003436246,41.55425797390112,0.8787742112327394,0.21132117687485244,44.54112100772542,10.1,34.44112100772542,-8.468020197828217,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,1,0.4391891891891892,0.48,0.12043879434576568,0,-1,0,0,124,14,-1,-1,-1,-110,-1,-1,1,1.25,1,0,0,0,0,0.6324945415251182,47.244305122566516,1
461,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.5,0.6,0.6,0.6,0.72,69,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3038382801032932,1,0.5779272632909555,0.97,116.4695650082779,Ground_War,1,0,0,1,0.38019796070154765,46.4695650082779,0.9842302965264055,0.21199760082535019,52.56324791258911,0.4,52.163247912589114,7.591577205748287,0.25,0.16000000000000003,0,0,0,0.014492753623188406,1,-1,0,0,0,1,1,2,0.4626865671641791,0.39285714285714285,0.009808521954330586,0,-1,0,0,40,23,-1,-1,-1,-17,-1,-1,2.5,1.25,1,0,0,0,0,0.6441768467904001,46.92987774444837,1
462,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.5,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32215439581324945,1,0,0.97,110.39594471331489,Selective_Passage,0,0,0,0,0.35547519097654473,40.39594471331488,0.947579848091045,0.18291198938417025,42.93950549217248,10.09,32.84950549217248,-8.983856215645716,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,1,0.44594594594594594,0.4175824175824176,0.15739336257153577,0,-1,0,0,58,19,-1,-1,-1,-39,-1,-1,1,1.25,1,0,0,0,0,0.6162233233137759,47.94164075967705,1
463,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.75,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29275256124381116,0.9799131928348196,0.3890998048064622,0.9099999999999999,112.59266857798005,Selective_Passage,0,0,0,0,0.34963449043372424,42.59266857798006,1,0.17604057698085204,47.74491327075101,1.2000000000000002,46.54491327075101,5.269659590361272,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.49324324324324326,0.496,0.07890930992632424,0,-1,0,0,24,23,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,0,0,0,0.6441768467904001,46.241558010507276,1
464,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.75,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33306381866907464,1,0,0.97,107.8809036883868,Selective_Passage,0,0,0,0,0.35174359252415965,37.880903688386795,0.832496077989105,0.17852187355783491,46.654270982963766,1.6,45.054270982963764,9.564489726102622,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.4797297297297297,0.5064935064935064,0.1644380963453947,1,14,0,0,72,12,-1,-1,86,-60,-1,-1,1,1.25,1,0,0,0,0,0.6162000103011102,45.335843487720275,1
465,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3274231899097202,1,0,0.97,110.97655584161994,Selective_Passage,0,0,0,0,0.3745976875154798,40.97655584161994,0.9007600730011812,0.20540904413585856,42.1376509290064,10.09,32.047650929006394,-10.629648705492322,0.25,0.16000000000000003,0,1,0,0.013333333333333334,2,27,0,0,0,1,1,1,0.46621621621621623,0.4796747967479675,0.16070615110781894,0,-1,0,0,26,28,-1,-1,-1,2,-1,-1,2.5,1.25,1,0,0,0,0,0.665706576702098,48.82265716078654,0
466,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,2,73,0.7466666666666667,0.25333333333333335,0,0,0.25333333333333335,0.37499999999999994,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32372352968849905,1,0,0.97,113.1526667410325,Selective_Passage,0,0,0,0,0.3832671248935754,43.152666741032505,0.9160048486472804,0.2156083822277358,45.28207187630932,0.4,44.88207187630932,2.305873513702423,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.4797297297297297,0.5,0.10226850782161584,1,2,0,0,71,13,-1,-1,73,-58,-1,-1,1,1.25,1,0,0,0,0,0.6712784068871163,48.06856740239857,1
467,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.25,0.6,0.6,0.6,0.72,44,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2908598163497597,0.965664812481198,1,0.97,117.34999655219224,Ground_War,1,0,0,1,0.408557942767005,47.34999655219223,1,0.2453622856082412,53.5098988384229,0.4,53.1098988384229,7.679869714974224,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,2,2,0.35714285714285715,0,0.10991489577689342,0,-1,0,0,-1,28,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,1,0,0,0.6441768467904001,53.19715646013507,0
468,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.25,0.6,0.6,0.6,0.72,37,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3160510984377589,1,0,0.97,113.82146091571289,Accidental_War,0,1,0,1,0.41056581686500354,43.8214609157129,0.9846017949560218,0.24772449042941594,54.8549161230688,0.8,54.0549161230688,13.644606943141206,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,2,0.42857142857142855,0,0.02817377768316608,0,-1,0,0,-1,14,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6296473288542035,45.09186921427426,0
469,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.5,0.6,0.6,0.6,0.72,114,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31915679753041437,1,0,0.97,114.15041836572726,Accidental_War,0,1,0,1,0.38357221826239096,44.15041836572726,0.9568346547956664,0.2159673156028129,54.38016422318886,0.7500000000000001,53.63016422318886,12.639661143282126,0.25,0.16000000000000003,0,0,0,0.008771929824561403,1,-1,0,0,1,0,1,0,0.44144144144144143,0.4578313253012048,0.21502953913070097,1,0,0,0,30,32,-1,-1,30,2,-1,-1,2.5,1.25,1,0,0,0,0,0.6441768467904001,56.244687624084364,0
470,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.5,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3170154124019789,1,0,0.97,114.2735767727671,Selective_Passage,0,0,0,0,0.3897769277894687,44.2735767727671,0.9759801480403864,0.22326697386996322,49.10750651481768,0.6000000000000005,48.50750651481768,5.645239656067439,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.47297297297297297,0,0.19270851481447282,1,-1,0,0,-1,21,-1,-1,27,-1,-1,-1,1,1.25,1,0,0,0,0,0.6361764849824418,54.842120331038046,0
471,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.75,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14500000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32777643936508044,1,0,0.98,109.82215957944358,Selective_Passage,0,0,0,0,0.34864370281137674,39.82215957944358,0.9258550185743791,0.17487494448397262,42.39994205245574,10.49,31.90994205245574,-9.419306579747428,0.25,0.16000000000000003,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.4864864864864865,0.48936170212765956,0.15713735621242508,0,-1,0,0,8,22,-1,-1,-1,14,-1,-1,2.5,1.25,1,0,0,0,0,0.6483038410847684,47.24632165508557,0
472,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.75,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,1,0,1,48,0.7866666666666666,0.19333333333333333,0.02,0,0.21333333333333335,0.4799999999999999,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3188243055299681,1,0,0.97,111.30092913954515,Selective_Passage,0,0,0,0,0.3702033463314502,41.30092913954515,0.959807367767255,0.2002392309781767,51.63099052805529,1.5000000000000009,50.13099052805529,11.773415184680196,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.4527027027027027,0.48514851485148514,0.1797180068510498,1,1,0,0,48,16,-1,-1,49,-32,-1,-1,1,1.25,1,0,0,0,0,0.6106844159400001,50.34967180127475,1
473,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3252496763878504,1,0,0.98,112.96012506179882,Selective_Passage,0,0,0,0,0.38918390216851184,42.96012506179882,0.9202425042213507,0.22256929666883746,45.27052064405503,0.10000000000000002,45.17052064405503,2.947194109674953,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.46938775510204084,0.5072463768115942,0.1316627383946166,1,0,0,0,80,33,-1,-1,80,-47,-1,-1,2.5,1.25,1,0,0,0,0,0.6520400723600832,49.474008500307896,1
474,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,106,0.9866666666666667,0.013333333333333334,0,0,0.013333333333333334,0.23500000000000015,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.330423826263262,1,0,0.98,112.55957612992385,Selective_Passage,0,0,0,0,0.37488800047118387,42.559576129923855,0.9097503139362277,0.2057505887896281,42.064644508175064,10.19,31.874644508175066,-12.720156692558085,0.25,0.16000000000000003,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.47297297297297297,0.4697986577181208,0.20519248958750086,1,24,0,0,0,19,-1,-1,24,19,-1,-1,1,1.25,1,0,0,0,0,0.6787903446968974,53.54702311234547,0
475,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.25,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2742758014201865,0.4394250082148918,0.8261986561909179,0.97,119.1311581197843,Ground_War,1,0,0,1,0.5692988630668747,49.1311581197843,0.8708453545513668,0.4344692506669114,58.562348687499764,0.4,58.162348687499765,12.041587423620612,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,4,2,0.25,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,0,0,0,0.6459667228085411,49.1311581197843,0
476,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.25,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3321183313817861,1,0,0.98,111.94850423303825,Selective_Passage,0,0,0,0,0.3744929420174932,41.94850423303826,0.9078177361039967,0.2052858141382273,41.92633800965454,10.09,31.836338009654543,-12.03829312307585,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,1,0.49324324324324326,0.5040650406504065,0.17683825087485538,1,0,0,0,26,14,-1,-1,26,-12,-1,-1,1,1.25,1,0,0,0,0,0.6244545756120812,50.960220488404715,1
