run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit,outcome-tau-c-leads-frac-deescalation
497,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.36547024464853994,1,0,0.98,103.83337412059004,Selective_Passage,0,0,0,0,0.34822938082451255,33.833374120590044,0.6092849677228149,0.1743875068523677,36.83085506953785,10.290000000000001,26.540855069537848,-9.115648813815241,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4864864864864865,0.4959349593495935,0.28026992583968974,1,59,0,0,26,15,-1,-1,85,-11,-1,-1,1,1,1,0,0,0,0,1
498,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31044060671999996,1,0,0.9505599999999998,113.81220533888742,Selective_Passage,0,0,0,0,0.4203507761569525,43.812205338887416,1,0.2592362072434735,52.481494517760005,0.7000000000000004,51.78149451776,10.625718905163446,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.4594594594594595,0.4672131147540984,0.04504639444878341,1,109,0,0,27,10,-1,-1,136,-17,-1,-1,0.7142857142857143,1,1,0,0,0,0,1
499,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,78,0.7933333333333333,0.20666666666666667,0,0,0.20666666666666667,0.37999999999999995,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29312484,1,1,0.97,113.13061740664736,Selective_Passage,0,0,0,0,0.3950216853883321,43.13061740664737,1,0.22943727692744953,47.60875672,10.1,37.50875672,-7.027325858309204,0.25,0.2,0,1,0,0.02666666666666667,4,126,0,0,0,1,2,1,0.46621621621621623,0.4752475247524752,0.1957103961495236,1,-19,0,0,48,40,-1,-1,29,-8,-1,-1,4,1,1,0,1,0,0,1
500,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30073057611372317,1,0.8110224340758018,0.97,112.1529415803094,Selective_Passage,0,0,0,0,0.3777277463043668,42.152941580309395,0.9678254791693505,0.20909146624043146,49.690351744923575,0.6000000000000002,49.090351744923574,9.249880219485568,0.25,0.2,0,1,0,0.05333333333333334,8,50,0,0,1,0,2,0,0.49324324324324326,0.4899328859060403,0.21653111379224277,1,29,0,0,0,29,-1,-1,29,29,-1,-1,2.5,1,1,0,0,0,0,0
501,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32303396062388623,1,0,0.98,112.6255280024834,Selective_Passage,0,0,0,0,0.41212461902926245,42.62552800248341,0.9400525657688453,0.24955837532854405,45.60922546933047,10.1,35.50922546933047,-8.895378166441176,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4527027027027027,0.46511627906976744,0.1645975903412222,1,0,0,0,20,19,-1,-1,20,-1,-1,-1,1.6666666666666667,1,1,0,0,0,0,1
502,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.317475445332616,1,0,0.97,112.33318825099312,Selective_Passage,0,0,0,0,0.3834913462084024,42.33318825099312,0.9891581305497603,0.2158721720098852,43.651592114847155,10.09,33.56159211484716,-10.964495170182445,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.47297297297297297,0.4697986577181208,0.1693054747893509,1,26,0,0,0,20,-1,-1,26,20,-1,-1,1.25,1,1,0,0,0,0,0
503,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,51,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.32511949697463616,1,0,0.97,114.56480525989994,Accidental_War,0,1,0,1,0.429829092959623,44.56480525989995,0.903523916613296,0.27038716818779174,50.66867769307016,6.938893903907228e-17,50.66867769307016,8.138496577560282,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4166666666666667,0,0.0803906591010858,0,-1,0,0,-1,16,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0
504,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,112.38624068694182,Selective_Passage,0,0,0,0,0.4108798930808844,42.386240686941825,1,0.248093991859864,49.51818872,0.10000000000000002,49.418188719999996,9.375930710744228,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.46258503401360546,0.4563758389261745,0.10361250155572628,1,144,0,0,0,11,-1,-1,144,11,-1,-1,0.7142857142857143,1,1,0,0,0,0,0
505,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24042864269912942,0.20118546415124608,1,0.97,122.98195120337138,Ground_War,1,0,0,1,0.6420444820950044,52.98195120337139,1,0.5200523318764757,60.71056986061915,0,60.71056986061915,10.30482487633035,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,4,0,0.14285714285714285,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,0,1,0,1,0
506,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.29015254030731374,0.5099143306160925,0.7232795172020362,0.97,116.73624531531613,Ground_War,1,0,0,1,0.5906219536057787,46.736245315316125,0.8368200328442871,0.4595552395362103,54.25067573066542,0.6699999999999995,53.58067573066542,9.125907220465727,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,4,2,0.14285714285714285,0,0.004238131660233181,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,0,0
507,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.055,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31337623771484185,0.8613460828744741,0.3854635865185078,0.97,114.7214099356385,Ground_War,1,0,0,1,0.5350832491404575,44.721409935638505,0.8536631034232449,0.39421558722406763,51.375544001178035,0,51.375544001178035,8.872178754052712,0.25,0.2,0,0,0,0.09090909090909091,1,-1,0,0,1,0,2,0,0.3333333333333333,0,0,0,-1,0,0,7,-1,-1,-1,-1,-1,-1,-1,1.6666666666666667,1,1,0,0,0,0,0
508,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.135,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3174643196062457,1,0,0.97,113.39330201048762,Selective_Passage,0,0,0,0,0.3832582543861484,43.39330201048762,0.971966601045654,0.21559794633664517,49.03888442950379,0.9,48.13888442950379,6.327443225354891,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.5,0.5079365079365079,0.06278308441812597,1,84,0,0,23,16,-1,-1,107,-7,-1,-1,1.25,1,1,0,0,0,0,1
509,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,111,0.92,0.08,0,0,0.08,0.3,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,113.3107357675524,Selective_Passage,0,0,0,0,0.41128830636531105,43.3107357675524,1,0.24857447807683652,49.51818872,0.30000000000000077,49.21818871999999,7.876603936596787,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.4965986394557823,0.4899328859060403,0.15950725320757483,1,33,0,0,0,24,-1,-1,33,24,-1,-1,1,1,1,0,0,0,0,0
510,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3401124558994374,1,0,0.97,109.97737531697942,Ground_War,1,0,0,1,0.46653301665014146,39.977375316979426,0.7694762901487973,0.3135682548825194,48.37678285006872,0.9,47.47678285006872,9.99921004411906,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.375,0,0.022258789595287647,0,-1,0,0,-1,8,-1,-1,-1,-1,-1,-1,0.7142857142857143,1,1,0,0,0,0,0
511,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000006,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3027989924188943,0.9947075844020073,0.9722477668134802,0.98,111.03119719455404,Selective_Passage,0,0,0,0,0.3840261232250075,41.031197194554046,0.9520971314751242,0.2165013214411853,43.833369379867506,10.19,33.64336937986751,-9.234784768358175,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,2,1,0.4797297297297297,0.5555555555555556,0.21240690969553078,1,-61,0,0,140,39,-1,-1,79,-101,-1,-1,4,1,1,0,0,0,0,1
512,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,19,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.27892457878239757,0.7485212110781246,0.8873188299379459,0.97,120.15297438039089,Ground_War,1,0,0,1,0.5011357089982605,50.15297438039089,1,0.35427730470383595,58.11404042467056,0.20000000000000004,57.91404042467056,10.348088059039569,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,3,0,0.23529411764705882,0,0.006311796823670233,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,1,0
513,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,12,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2725446019714564,0.6178104249705401,0.7815485824844476,0.97,122.8441269956573,Ground_War,1,0,0,1,0.5561822346868375,52.844126995657305,1,0.41903792316098526,59.1662641673756,0,59.1662641673756,8.42951622895773,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,3,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.6666666666666667,1,1,0,0,0,1,0
514,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,29,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.28955318737700053,1,0.13084005956420774,0.8599999999999999,114.50823788485346,Ground_War,1,0,0,1,0.4127674235400156,44.508237884853465,1,0.2503146159294301,53.358766130165975,0.5500000000000003,52.80876613016598,11.067370993750018,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4074074074074074,0.2857142857142857,0.014578466844794387,0,-1,0,0,21,17,-1,-1,-1,-4,-1,-1,1.25,1,1,0,0,0,0,1
515,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,16,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3041880451927202,1,0.47824914201470636,0.97,121.85772546607865,Accidental_War,0,1,0,1,0.5116599045730896,51.85772546607865,1,0.3666587112624584,52.74410210190575,0,52.74410210190575,1.1818355144361448,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.2857142857142857,0,0.025779733267959962,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,1,0
516,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,64,0.4266666666666667,0.5733333333333334,0,0,0.5733333333333334,0.40999999999999986,Active_Military_War | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.31432884,1,0,0.97,107.76715311227282,Selective_Passage,0,0,0,0,0.42069392572295095,37.76715311227282,1,0.25963991261523645,52.31818872,4.4999999999999964,47.81818872000001,13.40138081030291,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4864864864864865,0.49411764705882355,0.17169109881466024,1,-12,0,0,64,10,-1,-1,52,-54,-1,-1,0.7142857142857143,1,1,0,0,0,0,1
517,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.21305460580182964,0.15006072340876803,1,0.85,125.24414663106691,Accidental_War,0,1,0,1,0.6427038895596029,55.244146631066904,1,0.5208281053642387,61.31279867235975,0,61.31279867235975,8.091536055057126,0.25,0.2,0,0,0,0.1111111111111111,1,-1,0,0,1,0,4,0,0.14285714285714285,0.125,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,4,1,1,0,1,0,1,0
518,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31279241687882875,1,0.34077185767506507,0.97,112.32488671547313,Selective_Passage,0,0,0,0,0.39390506727703173,42.32488671547313,0.949133615719809,0.2281236085612138,48.951975326014825,1.2000000000000002,47.75197532601482,7.236118147388922,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.527027027027027,0.5609756097560976,0.07557823994421882,1,66,0,0,67,26,-1,-1,133,-41,-1,-1,2.5,1,1,0,0,0,0,1
519,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,113,0.7866666666666666,0.21333333333333335,0,0,0.21333333333333335,0.39499999999999996,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3404114903774946,1,0,0.97,106.85185892800234,Selective_Passage,0,0,0,0,0.38447763798998336,36.85185892800234,0.7853429024747954,0.21703251528233336,40.16096939483269,11.84,28.32096939483269,-10.66361191646207,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.4391891891891892,0.4318181818181818,0.35540684370038506,1,9,0,0,17,24,-1,-1,26,7,-1,-1,1.6666666666666667,1,1,0,0,0,0,0
520,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14000000000000004,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3174828011803586,1,0,0.97,112.18355672681784,Selective_Passage,0,0,0,0,0.38369680183317667,42.18355672681785,0.9890927647126073,0.21611388450961963,43.65047263286127,10.09,33.56047263286128,-10.778855117445715,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4527027027027027,0.4807692307692308,0.09459128936128297,1,20,0,0,45,15,-1,-1,65,-30,-1,-1,1.25,1,1,0,0,0,0,1
521,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32406426792276477,1,0,0.97,111.11995175839817,Selective_Passage,0,0,0,0,0.37679400667619556,41.11995175839817,0.9129584085297483,0.20799294903081833,48.02998501301276,1.1,46.92998501301276,7.746711006152786,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4797297297297297,0.4881889763779528,0.08802450282452626,0,-1,0,0,22,15,-1,-1,-1,-7,-1,-1,1,1,1,0,0,0,0,1
522,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11500000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3268367152629204,1,0,0.97,110.53527891717572,Selective_Passage,0,0,0,0,0.353881420685035,40.53527891717572,0.88817077406015,0.18103696551180584,44.806175557303206,0.8,44.00617555730321,4.6278621868366585,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.47619047619047616,0.4697986577181208,0.12890837078064749,0,-1,0,0,0,12,-1,-1,-1,12,-1,-1,0.7142857142857143,1,1,0,0,0,0,0
523,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2705128254188809,0.41404205212107026,0.8895043309363054,0.97,115.93216570356341,Ground_War,1,0,0,1,0.6038162908522088,45.93216570356342,0.8775167266492785,0.4750779892378927,58.955416430131635,0.4,58.555416430131636,16.83100096875762,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,4,2,0.375,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,0,0,0,0,0
524,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09000000000000002,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3135109921659562,1,0.2473048404707918,0.98,113.30160134513679,Selective_Passage,0,0,0,0,0.40040102706082575,43.301601345136795,0.9783108861732093,0.23576591418920675,46.48359331757763,10.1,36.38359331757763,-8.647510034448956,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.47297297297297297,0.5054945054945055,0.05785735286378075,1,-24,0,0,58,32,-1,-1,34,-26,-1,-1,2.5,1,1,0,0,0,0,1
525,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,15,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.055,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2912418416673986,0.8443129706949323,0.6299178796139275,0.97,115.54654776691815,Ground_War,1,0,0,1,0.47684398415658463,45.54654776691815,0.9951707465852851,0.32569880489009956,54.16208208345721,0.8,53.36208208345721,10.420712422052077,0.25,0.2,0,0,0,0.06666666666666667,1,-1,0,0,0,1,2,2,0.38461538461538464,0.4,0.0718295814858652,0,-1,0,0,9,-1,-1,-1,-1,-1,-1,-1,1.6666666666666667,1,1,0,0,0,0,0
526,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,148,0.9866666666666667,0.013333333333333334,0,0,0.013333333333333334,0.3,Active_Military_War | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.31908993048874906,1,0,0.97,109.95875464580405,Selective_Passage,0,0,0,0,0.399870867932832,39.95875464580404,0.9574324933056557,0.23514219756803767,51.590385836462666,4.2,47.39038583646266,9.908841587544828,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.46621621621621623,0,0.1292322319348309,0,-1,0,0,148,15,-1,-1,-1,-133,-1,-1,1.25,1,1,0,0,0,0,1
527,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12500000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30398547062759634,1,0.016165316563085924,0.9199999999999999,112.44810070866355,Selective_Passage,0,0,0,0,0.38426560783454466,42.448100708663546,1,0.21678306804064082,47.15261023364096,0.8,46.35261023364096,5.2060126999698895,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.5067567567567568,0.5234375,0.05241628480381003,0,-1,0,0,21,14,-1,-1,-1,-7,-1,-1,1,1,1,0,0,0,0,1
528,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09000000000000002,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.314713706604037,1,0,0.97,111.78277668950591,Selective_Passage,0,0,0,0,0.3791397131127351,41.78277668950591,0.9965590211354965,0.21075260366204127,46.659356184710596,10.1,36.559356184710595,-6.529275630994142,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4594594594594595,0.5,0.130491472913242,1,0,0,0,111,12,-1,-1,111,-99,-1,-1,0.7142857142857143,1,1,0,0,0,0,1
529,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,20,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2558459158528274,0.4016418177222317,0.9908767958249753,0.98,123.84613541609068,Ground_War,1,0,0,1,0.5443204471213816,53.846135416090675,1,0.4050828789663312,60.371389851237794,0.10000000000000002,60.27138985123779,8.567005913529485,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,4,0,0.2222222222222222,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,0,1,0,1,0
530,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,124,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12500000000000003,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2912520402161375,0.9804313243101064,0.5745665833576986,0.9099999999999999,112.9790678839491,Ground_War,1,0,0,1,0.3864748257101954,42.9790678839491,0.9785607570312836,0.2193821478943476,53.138979752249504,0.8,52.33897975224951,12.479882491067215,0.25,0.2,0,0,0,0.024193548387096774,3,-1,0,0,0,1,1,2,0.47107438016528924,0.4634146341463415,0.18482702995357495,1,61,0,0,0,35,-1,-1,61,35,-1,-1,2.5,1,1,0,0,0,0,0
